53.15,11.20
52.97,11.38
53.15,11.20
53.15,11.02
53.33,10.84
53.33,10.66
53.51,10.48
53.51,10.30
54.23,9.59
54.41,9.59
54.59,9.41
54.77,9.41
54.95,9.23
55.30,9.59
55.30,9.95
54.77,10.48
54.59,10.48
54.05,11.02
54.05,11.20
53.51,11.74
53.51,11.92
52.79,12.64
52.79,12.82
52.61,13.00
52.61,13.18
52.25,13.54
52.25,13.72
51.17,14.80
50.99,14.80
50.81,14.98
50.63,14.98
50.45,15.16
49.91,15.16
49.73,15.34
49.38,15.34
49.20,15.52
48.66,15.52
48.48,15.70
48.30,15.70
48.12,15.88
47.76,15.88
47.40,16.23
47.22,16.23
47.04,16.41
47.04,16.59
46.68,16.95
46.68,17.31
46.50,17.49
46.50,17.85
46.14,18.21
46.14,19.29
45.96,19.47
45.96,20.01
45.78,20.19
45.78,21.62
45.60,21.80
45.60,21.98
45.24,22.34
45.06,22.34
44.70,22.70
44.70,22.88
44.52,23.06
44.52,23.24
44.34,23.42
44.52,23.60
44.52,24.14
44.52,23.60
44.34,23.42
44.52,23.24
44.52,23.06
45.24,22.34
45.42,22.34
45.60,22.16
45.60,21.80
45.78,21.62
45.78,20.19
45.96,20.01
45.96,19.47
46.14,19.29
46.14,18.39
46.32,18.21
46.32,18.03
46.50,17.85
46.50,17.49
46.68,17.31
46.68,17.13
47.04,16.77
47.04,16.59
47.40,16.23
47.58,16.23
47.94,15.88
48.30,15.88
48.66,15.52
49.20,15.52
49.38,15.34
49.73,15.34
49.91,15.16
50.63,15.16
50.81,14.98
50.99,14.98
51.17,14.80
51.35,14.80
52.25,13.90
52.25,13.72
52.43,13.54
52.43,13.36
52.61,13.18
52.61,13.00
53.51,12.10
53.51,11.92
54.05,11.38
54.05,11.20
54.77,10.48
54.95,10.48
55.30,10.12
55.30,9.41
55.12,9.23
40.21,6.53
40.03,6.71
40.03,8.69
39.85,8.87
39.85,9.05
39.49,9.41
39.49,9.77
39.31,9.95
39.31,10.30
39.13,10.48
39.13,10.66
38.95,10.84
38.95,11.02
38.59,11.38
38.59,11.56
38.41,11.74
38.41,11.92
38.05,12.28
38.05,12.46
37.70,12.82
37.70,13.00
37.34,13.36
37.34,13.54
36.98,13.90
36.98,14.08
36.44,14.62
36.44,14.80
35.90,15.34
35.90,15.52
35.36,16.05
35.36,16.23
34.82,16.77
34.82,16.95
33.92,17.85
33.92,18.03
32.30,19.65
32.12,19.65
31.23,20.55
31.05,20.55
30.69,20.91
30.51,20.91
30.15,21.27
29.97,21.27
29.61,21.62
29.43,21.62
29.07,21.98
28.89,21.98
28.53,22.34
28.35,22.34
28.17,22.52
27.99,22.52
27.63,22.88
27.45,22.88
27.27,23.06
27.09,23.06
26.73,23.42
26.55,23.42
26.20,23.78
26.02,23.78
25.66,24.14
25.48,24.14
25.12,24.50
24.94,24.50
24.58,24.86
24.40,24.86
24.22,25.04
24.04,25.04
23.68,25.40
23.50,25.40
23.32,25.58
23.14,25.58
22.78,25.94
22.60,25.94
22.42,26.12
22.24,26.12
22.06,26.30
21.88,26.30
21.70,26.48
21.52,26.48
21.34,26.66
21.16,26.66
20.98,26.84
20.80,26.84
20.62,27.02
20.45,27.02
20.27,27.20
20.09,27.20
19.91,27.38
19.73,27.38
19.55,27.55
19.19,27.55
19.01,27.73
18.83,27.73
18.65,27.91
18.47,27.91
18.29,28.09
18.11,28.09
17.93,28.27
17.75,28.27
17.57,28.45
17.21,28.45
17.03,28.63
16.67,28.63
16.49,28.81
16.31,28.81
16.13,28.99
15.77,28.99
15.59,29.17
15.41,29.17
15.23,29.35
14.88,29.35
14.70,29.53
14.52,29.53
14.34,29.71
13.98,29.71
13.80,29.89
13.44,29.89
13.26,30.07
13.08,30.07
12.90,30.25
12.72,30.25
12.54,30.43
12.18,30.43
12.00,30.61
11.82,30.61
11.64,30.79
11.46,30.79
11.28,30.97
11.10,30.97
10.92,31.15
10.56,31.15
10.38,31.33
10.02,31.33
9.84,31.51
9.66,31.51
9.30,31.87
9.48,31.69
9.84,31.69
10.02,31.87
10.02,32.05
10.38,32.05
10.56,32.23
10.74,32.23
10.92,32.41
11.10,32.41
11.28,32.59
11.64,32.59
11.82,32.77
12.18,32.77
12.36,32.95
15.59,32.95
15.77,33.12
15.95,33.12
17.03,34.20
17.03,34.38
17.21,34.56
17.21,34.74
17.39,34.92
17.39,35.46
17.57,35.64
17.57,35.82
17.57,35.64
17.39,35.46
17.39,34.92
17.21,34.74
17.21,34.38
17.03,34.20
17.03,34.02
16.13,33.12
15.77,33.12
15.59,32.95
12.36,32.95
12.18,32.77
11.82,32.77
11.64,32.59
11.28,32.59
11.10,32.41
10.92,32.41
10.74,32.23
10.56,32.23
10.38,32.05
10.20,32.05
9.84,31.69
10.20,31.33
10.38,31.33
10.56,31.15
10.92,31.15
11.10,30.97
11.28,30.97
11.46,30.79
11.82,30.79
12.00,30.61
12.18,30.61
12.36,30.43
12.72,30.43
12.90,30.25
13.08,30.25
13.26,30.07
13.44,30.07
13.62,29.89
13.98,29.89
14.16,29.71
14.34,29.71
14.52,29.53
14.70,29.53
14.88,29.35
15.23,29.35
15.41,29.17
15.59,29.17
15.77,28.99
16.13,28.99
16.31,28.81
16.49,28.81
16.67,28.63
17.03,28.63
17.21,28.45
17.57,28.45
17.75,28.27
17.93,28.27
18.11,28.09
18.29,28.09
18.47,27.91
18.83,27.91
19.01,27.73
19.19,27.73
19.37,27.55
19.73,27.55
19.91,27.38
20.09,27.38
20.27,27.20
20.45,27.20
20.62,27.02
20.80,27.02
20.98,26.84
21.16,26.84
21.34,26.66
21.52,26.66
21.70,26.48
21.88,26.48
22.06,26.30
22.24,26.30
22.42,26.12
22.60,26.12
22.78,25.94
22.96,25.94
23.32,25.58
23.50,25.58
23.68,25.40
23.86,25.40
24.22,25.04
24.40,25.04
24.58,24.86
24.76,24.86
25.12,24.50
25.30,24.50
25.66,24.14
25.84,24.14
26.20,23.78
26.38,23.78
26.73,23.42
26.91,23.42
27.27,23.06
27.45,23.06
27.63,22.88
27.81,22.88
28.17,22.52
28.35,22.52
28.53,22.34
28.71,22.34
29.07,21.98
29.25,21.98
29.61,21.62
29.79,21.62
30.15,21.27
30.33,21.27
30.69,20.91
30.87,20.91
31.23,20.55
31.41,20.55
32.30,19.65
32.48,19.65
33.92,18.21
33.92,18.03
34.64,17.31
34.64,17.13
35.36,16.41
35.36,16.23
35.90,15.70
35.90,15.52
36.44,14.98
36.44,14.80
36.98,14.26
36.98,14.08
37.34,13.72
37.34,13.54
37.70,13.18
37.70,13.00
38.05,12.64
38.05,12.46
38.41,12.10
38.41,11.92
38.59,11.74
38.59,11.56
38.95,11.20
38.95,11.02
39.13,10.84
39.13,10.66
39.31,10.48
39.31,10.12
39.49,9.95
39.49,9.59
39.85,9.23
39.85,9.05
40.03,8.87
40.03,6.89
40.21,6.71
40.39,6.71
-1.12,5.63
-1.12,6.89
-0.94,7.07
-0.94,7.79
-0.76,7.97
-0.76,8.33
-0.58,8.51
-0.58,8.87
-0.40,9.05
-0.40,9.59
-0.22,9.77
-0.22,10.12
-0.04,10.30
-0.04,10.48
0.32,10.84
0.32,11.02
0.50,11.20
0.50,11.38
0.68,11.56
0.68,11.74
1.04,12.10
1.04,12.46
1.22,12.64
1.22,12.82
1.40,13.00
1.40,13.18
1.76,13.54
1.76,13.72
3.38,15.34
3.38,15.52
4.09,16.23
4.27,16.23
3.38,15.34
3.38,15.16
1.76,13.54
1.76,13.36
1.40,13.00
1.40,12.82
1.22,12.64
1.22,12.46
1.04,12.28
1.04,12.10
0.86,11.92
0.86,11.74
0.68,11.56
0.68,11.38
0.50,11.20
0.50,11.02
0.32,10.84
0.32,10.66
-0.04,10.30
-0.04,10.12
-0.22,9.95
-0.22,9.77
-0.40,9.59
-0.40,8.87
-0.58,8.69
-0.58,8.51
-0.76,8.33
-0.76,7.97
-0.94,7.79
-0.94,7.07
-1.12,6.89
6.43,1.14
6.61,1.32
6.61,1.86
6.79,2.04
6.79,2.40
6.97,2.58
6.97,2.76
7.15,2.94
7.15,3.30
7.33,3.48
7.33,3.66
7.51,3.84
7.51,4.02
7.69,4.20
7.69,4.38
7.87,4.55
7.87,4.73
8.05,4.91
8.05,5.27
8.23,5.45
8.23,5.63
8.41,5.81
8.41,5.99
8.59,6.17
8.59,6.35
8.77,6.53
8.77,6.89
8.59,7.07
8.59,7.79
8.41,7.97
8.59,8.15
8.59,8.51
8.77,8.69
8.77,8.87
9.12,9.23
9.12,9.41
9.30,9.59
9.30,9.95
9.48,10.12
9.48,10.84
9.66,11.02
9.66,12.82
9.48,13.00
9.48,13.18
9.30,13.36
9.30,13.72
8.59,14.44
8.59,14.98
8.59,14.44
9.30,13.72
9.30,13.54
9.48,13.36
9.48,13.00
9.66,12.82
9.66,11.02
9.48,10.84
9.48,9.77
9.30,9.59
9.30,9.41
9.12,9.23
9.12,9.05
8.77,8.69
8.77,8.51
8.59,8.33
8.59,8.15
8.41,7.97
8.59,7.79
8.59,7.61
8.77,7.43
8.77,7.25
8.59,7.07
8.77,6.89
8.77,6.53
8.59,6.35
8.59,6.17
8.41,5.99
8.41,5.81
8.23,5.63
8.23,5.27
8.05,5.09
8.05,4.73
7.87,4.55
7.87,4.38
7.69,4.20
7.69,4.02
7.51,3.84
7.51,3.66
7.33,3.48
7.33,3.30
7.15,3.12
7.15,2.94
6.97,2.76
6.97,2.58
6.79,2.40
6.79,1.86
6.61,1.68
6.61,1.14
6.79,-3.17
6.79,-2.63
6.61,-2.45
6.61,-2.09
6.43,-1.91
6.43,-1.73
6.25,-1.55
6.25,-1.38
6.07,-1.20
6.07,-1.02
5.89,-0.84
5.89,-0.48
5.71,-0.30
5.71,0.96
5.89,1.14
5.89,2.22
6.07,2.40
6.07,4.02
6.25,4.20
6.25,5.27
6.43,5.45
6.43,6.35
6.61,6.53
6.61,7.79
6.79,7.97
6.79,8.69
6.61,8.87
4.63,8.87
4.45,9.05
4.09,9.05
3.91,9.23
3.55,9.23
3.02,9.77
3.20,9.77
3.73,9.23
3.91,9.23
4.09,9.05
4.45,9.05
4.63,8.87
6.25,8.87
6.61,9.23
6.61,9.41
6.79,9.59
6.79,10.12
6.97,10.30
6.97,11.20
7.15,11.38
7.15,12.10
7.33,12.28
7.33,13.18
7.51,13.36
7.51,14.08
7.69,14.26
7.69,14.80
7.87,14.98
7.87,15.34
8.05,15.52
8.05,15.70
8.23,15.88
8.23,16.05
8.41,16.23
8.41,16.59
8.59,16.77
8.59,17.49
8.77,17.67
8.77,17.85
8.59,18.03
8.59,18.57
8.41,18.75
8.41,19.11
8.23,19.29
8.23,19.47
8.05,19.65
8.05,19.83
7.15,20.73
6.43,20.73
6.07,20.37
6.07,20.19
6.61,19.65
6.79,19.65
6.79,19.47
6.97,19.29
7.15,19.29
6.97,19.29
6.61,19.65
6.43,19.65
6.25,19.83
6.25,20.01
6.07,20.19
6.07,20.37
6.25,20.55
6.25,20.73
7.15,20.73
7.33,20.55
7.51,20.55
8.05,20.01
8.05,19.83
8.23,19.65
8.23,19.29
8.41,19.11
8.41,18.75
8.59,18.57
8.59,18.03
8.77,17.85
8.77,17.67
8.59,17.49
8.59,16.59
8.41,16.41
8.41,16.05
8.23,15.88
8.23,15.70
8.05,15.52
8.05,15.34
7.87,15.16
7.87,14.80
7.69,14.62
7.69,14.26
7.51,14.08
7.51,13.36
7.33,13.18
7.33,12.28
7.15,12.10
7.15,11.38
6.97,11.20
6.97,10.30
6.79,10.12
6.79,9.59
6.61,9.41
6.61,8.87
6.79,8.69
6.79,7.97
6.61,7.79
6.61,6.53
6.43,6.35
6.43,5.45
6.25,5.27
6.25,4.20
6.07,4.02
6.07,2.40
5.89,2.22
5.89,1.14
5.71,0.96
5.71,-0.12
5.89,-0.30
5.89,-0.66
6.07,-0.84
6.07,-1.20
6.25,-1.38
6.25,-1.55
6.43,-1.73
6.43,-1.91
6.61,-2.09
6.61,-2.45
6.79,-2.63
6.79,-2.99
6.97,-3.17
6.61,-10.18
6.79,-10.18
7.51,-9.46
7.51,-9.28
6.97,-8.74
6.79,-8.92
6.79,-8.74
6.43,-8.38
5.89,-8.38
5.53,-8.74
5.35,-8.74
5.17,-8.92
5.17,-8.74
5.53,-8.74
5.89,-8.38
6.07,-8.38
6.25,-8.20
6.07,-8.02
6.07,-7.84
5.53,-7.30
5.53,-7.12
5.35,-6.95
5.35,-6.77
5.17,-6.59
5.17,-6.41
4.99,-6.23
4.99,-6.05
4.81,-5.87
4.81,-5.69
4.63,-5.51
4.63,-5.15
4.45,-4.97
4.45,-4.79
4.27,-4.61
4.27,-4.25
4.09,-4.07
4.09,-3.71
3.73,-3.35
3.73,-3.17
3.38,-2.81
3.02,-2.81
3.38,-2.81
3.55,-2.99
3.73,-2.99
3.73,-3.17
3.91,-3.35
3.91,-3.53
4.09,-3.71
4.09,-4.07
4.27,-4.25
4.27,-4.61
4.45,-4.79
4.45,-4.97
4.63,-5.15
4.63,-5.33
4.81,-5.51
4.81,-5.87
4.99,-6.05
4.99,-6.23
5.17,-6.41
5.17,-6.59
5.53,-6.95
5.53,-7.12
5.89,-7.48
5.89,-7.66
6.25,-8.02
6.25,-8.20
6.61,-8.56
6.79,-8.56
6.97,-8.74
7.15,-8.74
7.33,-8.92
7.51,-8.92
7.33,-9.10
7.51,-9.28
7.51,-9.64
6.97,-10.18
35.72,-12.34
35.54,-12.16
34.82,-12.16
34.64,-11.98
34.46,-11.98
34.28,-11.80
34.28,-11.62
34.10,-11.44
34.10,-11.26
33.74,-10.90
33.74,-10.72
33.56,-10.54
33.56,-10.36
33.02,-9.82
33.02,-9.64
32.66,-9.28
32.66,-9.10
32.48,-8.92
32.48,-8.74
32.12,-8.38
32.12,-8.20
31.95,-8.02
31.95,-7.84
31.77,-7.66
31.77,-7.48
31.59,-7.30
31.59,-7.12
31.41,-6.95
31.41,-6.41
31.23,-6.23
31.23,-6.05
31.05,-5.87
31.05,-5.33
30.87,-5.15
30.87,-4.61
30.69,-4.43
30.69,-4.25
30.51,-4.07
30.51,-3.89
30.33,-3.71
30.33,-3.53
30.15,-3.35
30.15,-2.99
29.97,-2.81
29.97,-2.45
29.79,-2.27
29.79,-1.55
29.61,-1.38
29.79,-1.38
29.97,-1.20
29.97,-1.02
30.33,-1.38
30.33,-1.55
30.51,-1.73
30.51,-1.91
30.69,-2.09
30.69,-2.27
30.87,-2.45
30.87,-2.63
31.23,-2.99
31.23,-3.17
32.12,-4.07
32.12,-4.25
32.66,-4.79
32.66,-4.97
33.02,-5.33
33.02,-5.51
33.56,-6.05
33.56,-6.23
34.82,-7.48
34.82,-7.66
36.08,-8.92
36.08,-9.10
37.70,-10.72
37.88,-10.72
38.41,-11.26
38.41,-11.44
37.70,-10.72
37.52,-10.72
36.08,-9.28
36.08,-9.10
34.82,-7.84
34.82,-7.66
33.56,-6.41
33.56,-6.23
33.02,-5.69
33.02,-5.51
32.66,-5.15
32.66,-4.97
32.12,-4.43
32.12,-4.25
31.23,-3.35
31.23,-3.17
30.87,-2.81
30.87,-2.63
30.69,-2.45
30.69,-2.27
30.51,-2.09
30.51,-1.91
30.33,-1.73
30.33,-1.55
29.97,-1.20
29.79,-1.38
29.79,-2.27
29.97,-2.45
29.97,-2.81
30.15,-2.99
30.15,-3.35
30.51,-3.71
30.51,-3.89
30.69,-4.07
30.69,-4.25
30.87,-4.43
30.87,-5.15
31.05,-5.33
31.05,-5.87
31.23,-6.05
31.23,-6.23
31.41,-6.41
31.41,-6.77
31.59,-6.95
31.59,-7.12
31.77,-7.30
31.77,-7.48
31.95,-7.66
31.95,-7.84
32.12,-8.02
32.12,-8.20
32.48,-8.56
32.48,-8.74
32.66,-8.92
32.66,-9.10
33.02,-9.46
33.02,-9.64
33.38,-10.00
33.38,-10.18
33.74,-10.54
33.74,-10.72
33.92,-10.90
33.92,-11.08
34.28,-11.44
34.28,-11.62
34.82,-12.16
35.54,-12.16
35.72,-12.34
36.44,-12.34
36.62,-12.16
37.70,-12.16
37.88,-11.98
38.23,-11.98
38.41,-11.80
38.59,-11.80
38.77,-11.62
38.95,-11.62
